* Source file = tweeter no filter.pir
* Impulse length = 65536
* Sample rate = 48000
* Scale type = Pa
* Left window = 0 ms, Rectangular
* Reference time = 2,5 ms
* Right window = 5,021 ms, Tukey 0.25
* FFT length = 32768
* Smoothing = None
* Calibration = MM1CDU_allein_00d.txt
* Scale = 0.0 dB
* (fixture: every 8th point of the ARTA export, KOAN test-filter session 15 Aug 2026)
Freq[Hz]     dBSPL  Phase[Deg]
9522.949   136.016   -36.630
9534.668   136.001   -38.634
9546.387   135.980   -40.626
9558.105   135.952   -42.596
9569.824   135.919   -44.532
9581.543   135.882   -46.426
9593.262   135.843   -48.271
9604.980   135.803   -50.065
9616.699   135.765   -51.806
9628.418   135.731   -53.498
9640.137   135.702   -55.148
9651.855   135.680   -56.766
9663.574   135.666   -58.362
9675.293   135.662   -59.952
9687.012   135.666   -61.550
9698.730   135.679   -63.170
9710.449   135.699   -64.826
9722.168   135.725   -66.527
9733.887   135.756   -68.283
9745.605   135.789   -70.097
9757.324   135.822   -71.973
9769.043   135.853   -73.909
9780.762   135.881   -75.899
9792.480   135.904   -77.938
9804.199   135.919   -80.018
9815.918   135.928   -82.126
9827.637   135.928   -84.254
9839.355   135.919   -86.389
9851.074   135.903   -88.521
9862.793   135.878   -90.638
9874.512   135.846   -92.731
9886.230   135.807   -94.792
9897.949   135.764   -96.814
9909.668   135.717   -98.794
9921.387   135.667  -100.728
9933.105   135.617  -102.616
9944.824   135.568  -104.461
9956.543   135.522  -106.266
9968.262   135.479  -108.037
9979.980   135.440  -109.781
9991.699   135.405  -111.505
10003.42   135.374  -113.218
10015.14   135.348  -114.926
10026.86   135.326  -116.638
10038.57   135.307  -118.358
10050.29   135.290  -120.091
10062.01   135.275  -121.839
10073.73   135.261  -123.602
10085.45   135.246  -125.380
10097.17   135.230  -127.169
10108.89   135.213  -128.965
10120.61   135.194  -130.765
10132.32   135.172  -132.561
10144.04   135.149  -134.348
10155.76   135.123  -136.120
10167.48   135.096  -137.873
10179.20   135.068  -139.603
10190.92   135.040  -141.308
10202.64   135.013  -142.985
10214.36   134.989  -144.637
10226.07   134.968  -146.267
10237.79   134.951  -147.878
10249.51   134.939  -149.478
10261.23   134.932  -151.073
10272.95   134.931  -152.672
10284.67   134.934  -154.283
10296.39   134.943  -155.914
10308.11   134.956  -157.572
10319.82   134.971  -159.263
10331.54   134.989  -160.991
10343.26   135.006  -162.757
10354.98   135.023  -164.562
10366.70   135.037  -166.402
10378.42   135.048  -168.273
10390.14   135.054  -170.169
10401.86   135.054  -172.081
10413.57   135.049  -174.000
10425.29   135.037  -175.917
10437.01   135.019  -177.822
10448.73   134.996  -179.706
10460.45   134.968   178.440
10472.17   134.936   176.624
10483.89   134.902   174.850
10495.61   134.868   173.122
10507.32   134.834   171.441
10519.04   134.803   169.805
10530.76   134.777   168.208
10542.48   134.755   166.643
10554.20   134.741   165.102
10565.92   134.734   163.573
10577.64   134.734   162.046
10589.36   134.741   160.508
10601.07   134.755   158.950
10612.79   134.774   157.362
10624.51   134.797   155.739
10636.23   134.822   154.076
10647.95   134.849   152.373
10659.67   134.875   150.630
10671.39   134.899   148.852
10683.11   134.920   147.044
10694.82   134.937   145.213
10706.54   134.950   143.369
10718.26   134.959   141.519
10729.98   134.962   139.673
10741.70   134.962   137.838
10753.42   134.959   136.020
10765.14   134.954   134.226
10776.86   134.947   132.457
10788.57   134.941   130.715
10800.29   134.936   128.999
10812.01   134.933   127.304
10823.73   134.934   125.626
10835.45   134.939   123.957
10847.17   134.949   122.290
10858.89   134.963   120.618
10870.61   134.981   118.932
10882.32   135.002   117.226
10894.04   135.026   115.495
10905.76   135.051   113.735
10917.48   135.077   111.945
10929.20   135.103   110.126
10940.92   135.126   108.279
10952.64   135.147   106.408
10964.36   135.165   104.520
10976.07   135.179   102.620
10987.79   135.189   100.714
10999.51   135.195    98.810
11011.23   135.197    96.914
11022.95   135.197    95.030
11034.67   135.194    93.163
